CountyName,CountyId,StateAbbreviation,FIPS,GrowingAreaId,FractionSoilOrganicMatter,SoilOrganicMatterPlantAvailableNPerAcre,GeographyId,GeographyTypeId,GeographyName
"Surry, VA",4,,,,,,,,
"Surry, VA",51181(cbwsonly),,,,,,,,
"Westmoreland, VA",71,,,,,,,,
"Westmoreland, VA",7,,,,,,,,
"Westmoreland, VA",51193,,,,,,,,
"Westmoreland, VA",9,,,,,,,,
"Westmoreland, VA",0.015,,,,,,,,
"Westmoreland, VA",45.0,,,,,,,,
"Westmoreland, VA",357,,,,,,,,
"Westmoreland, VA",4,,,,,,,,
"Westmoreland, VA",51193(cbwsonly),,,,,,,,
"York, VA",72,,,,,,,,
"York, VA",7,,,,,,,,
"York, VA",51199,,,,,,,,
"York, VA",9,,,,,,,,
"York, VA",0.015,,,,,,,,
"York, VA",45.0,,,,,,,,
"York, VA",358,,,,,,,,
"York, VA",4,,,,,,,,
"York, VA",51199(cbwsonly),,,,,,,,
"Chesapeake City, VA",73,,,,,,,,
"Chesapeake City, VA",7,,,,,,,,
"Chesapeake City, VA",51550,,,,,,,,
"Chesapeake City, VA",9,,,,,,,,
"Chesapeake City, VA",0.015,,,,,,,,
"Chesapeake City, VA",45.0,,,,,,,,
"Chesapeake City, VA",359,,,,,,,,
"Chesapeake City, VA",4,,,,,,,,
"Chesapeake City, VA",51550(cbwsonly),,,,,,,,
"Suffolk City, VA",74,,,,,,,,
"Suffolk City, VA",7,,,,,,,,
"Suffolk City, VA",51800,,,,,,,,
"Suffolk City, VA",9,,,,,,,,
"Suffolk City, VA",0.015,,,,,,,,
"Suffolk City, VA",45.0,,,,,,,,
"Suffolk City, VA",360,,,,,,,,
"Suffolk City, VA",4,,,,,,,,
"Suffolk City, VA",51800(cbwsonly),,,,,,,,
"Virginia Beach City, VA",75,,,,,,,,
"Virginia Beach City, VA",7,,,,,,,,
"Virginia Beach City, VA",51810,,,,,,,,
"Virginia Beach City, VA",9,,,,,,,,
"Virginia Beach City, VA",0.015,,,,,,,,
"Virginia Beach City, VA",45.0,,,,,,,,
"Virginia Beach City, VA",361,,,,,,,,
"Virginia Beach City, VA",4,,,,,,,,
"Virginia Beach City, VA",51810(cbwsonly),,,,,,,,
"Albemarle, VA",76,,,,,,,,
"Albemarle, VA",7,,,,,,,,
"Albemarle, VA",51003,,,,,,,,
"Albemarle, VA",10,,,,,,,,
"Albemarle, VA",0.015,,,,,,,,
"Albemarle, VA",45.0,,,,,,,,
"Albemarle, VA",362,,,,,,,,
"Albemarle, VA",4,,,,,,,,
"Albemarle, VA",51003(cbwsonly),,,,,,,,
"Amelia, VA",77,,,,,,,,
"Amelia, VA",7,,,,,,,,
"Amelia, VA",51007,,,,,,,,
"Amelia, VA",10,,,,,,,,
"Amelia, VA",0.015,,,,,,,,
"Amelia, VA",45.0,,,,,,,,
"Amelia, VA",363,,,,,,,,
"Amelia, VA",4,,,,,,,,
"Amelia, VA",51007(cbwsonly),,,,,,,,
"Amherst, VA",78,,,,,,,,
"Amherst, VA",7,,,,,,,,
"Amherst, VA",51009,,,,,,,,
"Amherst, VA",10,,,,,,,,
"Amherst, VA",0.015,,,,,,,,
"Amherst, VA",45.0,,,,,,,,
"Amherst, VA",364,,,,,,,,
"Amherst, VA",4,,,,,,,,
"Amherst, VA",51009(cbwsonly),,,,,,,,
"Appomattox, VA",79,,,,,,,,
"Appomattox, VA",7,,,,,,,,
"Appomattox, VA",51011,,,,,,,,
"Appomattox, VA",10,,,,,,,,
"Appomattox, VA",0.015,,,,,,,,
"Appomattox, VA",45.0,,,,,,,,
"Appomattox, VA",365,,,,,,,,
"Appomattox, VA",4,,,,,,,,
"Appomattox, VA",51011(cbwsonly),,,,,,,,
"Bedford, VA",80,,,,,,,,
"Bedford, VA",7,,,,,,,,
"Bedford, VA",51019,,,,,,,,
"Bedford, VA",10,,,,,,,,
"Bedford, VA",0.015,,,,,,,,
"Bedford, VA",45.0,,,,,,,,
"Bedford, VA",366,,,,,,,,
"Bedford, VA",4,,,,,,,,
"Bedford, VA",51019(cbwsonly),,,,,,,,
"Buckingham, VA",82,,,,,,,,
"Buckingham, VA",7,,,,,,,,
"Buckingham, VA",51029,,,,,,,,
"Buckingham, VA",10,,,,,,,,
"Buckingham, VA",0.015,,,,,,,,
"Buckingham, VA",45.0,,,,,,,,
"Buckingham, VA",367,,,,,,,,
"Buckingham, VA",4,,,,,,,,
"Buckingham, VA",51029(cbwsonly),,,,,,,,
"Campbell, VA",83,,,,,,,,
"Campbell, VA",7,,,,,,,,
"Campbell, VA",51031,,,,,,,,
"Campbell, VA",10,,,,,,,,
"Campbell, VA",0.015,,,,,,,,
"Campbell, VA",45.0,,,,,,,,
"Campbell, VA",368,,,,,,,,
"Campbell, VA",4,,,,,,,,
"Campbell, VA",51031(cbwsonly),,,,,,,,
"Chesterfield, VA",85,,,,,,,,
"Chesterfield, VA",7,,,,,,,,
"Chesterfield, VA",51041,,,,,,,,
"Chesterfield, VA",10,,,,,,,,
"Chesterfield, VA",0.015,,,,,,,,
"Chesterfield, VA",45.0,,,,,,,,
"Chesterfield, VA",369,,,,,,,,
"Chesterfield, VA",4,,,,,,,,
"Chesterfield, VA",51041(cbwsonly),,,,,,,,
"Culpeper, VA",86,,,,,,,,
"Culpeper, VA",7,,,,,,,,
"Culpeper, VA",51047,,,,,,,,
"Culpeper, VA",10,,,,,,,,
"Culpeper, VA",0.015,,,,,,,,
"Culpeper, VA",45.0,,,,,,,,
"Culpeper, VA",370,,,,,,,,
"Culpeper, VA",4,,,,,,,,
"Culpeper, VA",51047(cbwsonly),,,,,,,,
"Cumberland, VA",87,,,,,,,,
"Cumberland, VA",7,,,,,,,,
"Cumberland, VA",51049,,,,,,,,
"Cumberland, VA",10,,,,,,,,
"Cumberland, VA",0.015,,,,,,,,
"Cumberland, VA",45.0,,,,,,,,
"Cumberland, VA",371,,,,,,,,
"Cumberland, VA",4,,,,,,,,
"Cumberland, VA",51049(cbwsonly),,,,,,,,
"Dinwiddie, VA",88,,,,,,,,
"Dinwiddie, VA",7,,,,,,,,
"Dinwiddie, VA",51053,,,,,,,,
"Dinwiddie, VA",10,,,,,,,,
"Dinwiddie, VA",0.015,,,,,,,,
"Dinwiddie, VA",45.0,,,,,,,,
"Dinwiddie, VA",372,,,,,,,,
"Dinwiddie, VA",4,,,,,,,,
"Dinwiddie, VA",51053(cbwsonly),,,,,,,,
"Fairfax, VA",89,,,,,,,,
"Fairfax, VA",7,,,,,,,,
"Fairfax, VA",51059,,,,,,,,
"Fairfax, VA",10,,,,,,,,
"Fairfax, VA",0.015,,,,,,,,
"Fairfax, VA",45.0,,,,,,,,
"Fairfax, VA",373,,,,,,,,
"Fairfax, VA",4,,,,,,,,
"Fairfax, VA",51059(cbwsonly),,,,,,,,
"Fauquier, VA",90,,,,,,,,
"Fauquier, VA",7,,,,,,,,
"Fauquier, VA",51061,,,,,,,,
"Fauquier, VA",10,,,,,,,,
"Fauquier, VA",0.015,,,,,,,,
"Fauquier, VA",45.0,,,,,,,,
"Fauquier, VA",374,,,,,,,,
"Fauquier, VA",4,,,,,,,,
"Fauquier, VA",51061(cbwsonly),,,,,,,,
"Fluvanna, VA",91,,,,,,,,
"Fluvanna, VA",7,,,,,,,,
"Fluvanna, VA",51065,,,,,,,,
"Fluvanna, VA",10,,,,,,,,
"Fluvanna, VA",0.015,,,,,,,,
"Fluvanna, VA",45.0,,,,,,,,
"Fluvanna, VA",375,,,,,,,,
"Fluvanna, VA",4,,,,,,,,
"Fluvanna, VA",51065(cbwsonly),,,,,,,,
"Goochland, VA",93,,,,,,,,
"Goochland, VA",7,,,,,,,,
"Goochland, VA",51075,,,,,,,,
"Goochland, VA",10,,,,,,,,
"Goochland, VA",0.015,,,,,,,,
"Goochland, VA",45.0,,,,,,,,
"Goochland, VA",376,,,,,,,,
"Goochland, VA",4,,,,,,,,
"Goochland, VA",51075(cbwsonly),,,,,,,,
"Greene, VA",94,,,,,,,,
"Greene, VA",7,,,,,,,,
"Greene, VA",51079,,,,,,,,
"Greene, VA",10,,,,,,,,
"Greene, VA",0.015,,,,,,,,
"Greene, VA",45.0,,,,,,,,
"Greene, VA",377,,,,,,,,
"Greene, VA",4,,,,,,,,
"Greene, VA",51079(cbwsonly),,,,,,,,
"Loudoun, VA",97,,,,,,,,
"Loudoun, VA",7,,,,,,,,
"Loudoun, VA",51107,,,,,,,,
"Loudoun, VA",10,,,,,,,,
"Loudoun, VA",0.015,,,,,,,,
"Loudoun, VA",45.0,,,,,,,,
"Loudoun, VA",378,,,,,,,,
"Loudoun, VA",4,,,,,,,,
"Loudoun, VA",51107(cbwsonly),,,,,,,,
"Louisa, VA",98,,,,,,,,
"Louisa, VA",7,,,,,,,,
"Louisa, VA",51109,,,,,,,,
"Louisa, VA",10,,,,,,,,
"Louisa, VA",0.015,,,,,,,,
"Louisa, VA",45.0,,,,,,,,
"Louisa, VA",379,,,,,,,,
"Louisa, VA",4,,,,,,,,
"Louisa, VA",51109(cbwsonly),,,,,,,,
"Madison, VA",100,,,,,,,,
"Madison, VA",7,,,,,,,,
"Madison, VA",51113,,,,,,,,
"Madison, VA",10,,,,,,,,
"Madison, VA",0.015,,,,,,,,
"Madison, VA",45.0,,,,,,,,
"Madison, VA",380,,,,,,,,
"Madison, VA",4,,,,,,,,
"Madison, VA",51113(cbwsonly),,,,,,,,
"Nelson, VA",102,,,,,,,,
"Nelson, VA",7,,,,,,,,
"Nelson, VA",51125,,,,,,,,
"Nelson, VA",10,,,,,,,,
"Nelson, VA",0.015,,,,,,,,
"Nelson, VA",45.0,,,,,,,,
"Nelson, VA",381,,,,,,,,
"Nelson, VA",4,,,,,,,,
"Nelson, VA",51125(cbwsonly),,,,,,,,
"Nottoway, VA",103,,,,,,,,
"Nottoway, VA",7,,,,,,,,
"Nottoway, VA",51135,,,,,,,,
"Nottoway, VA",10,,,,,,,,
"Nottoway, VA",0.015,,,,,,,,
"Nottoway, VA",45.0,,,,,,,,
"Nottoway, VA",382,,,,,,,,
"Nottoway, VA",4,,,,,,,,
"Nottoway, VA",51135(cbwsonly),,,,,,,,
"Orange, VA",104,,,,,,,,
"Orange, VA",7,,,,,,,,
"Orange, VA",51137,,,,,,,,
"Orange, VA",10,,,,,,,,
"Orange, VA",0.015,,,,,,,,
"Orange, VA",45.0,,,,,,,,
"Orange, VA",383,,,,,,,,
"Orange, VA",4,,,,,,,,
"Orange, VA",51137(cbwsonly),,,,,,,,
"Powhatan, VA",107,,,,,,,,
"Powhatan, VA",7,,,,,,,,
"Powhatan, VA",51145,,,,,,,,
"Powhatan, VA",10,,,,,,,,
"Powhatan, VA",0.015,,,,,,,,
"Powhatan, VA",45.0,,,,,,,,
"Powhatan, VA",384,,,,,,,,
"Powhatan, VA",4,,,,,,,,
"Powhatan, VA",51145(cbwsonly),,,,,,,,
"Prince Edward, VA",108,,,,,,,,
"Prince Edward, VA",7,,,,,,,,
"Prince Edward, VA",51147,,,,,,,,
"Prince Edward, VA",10,,,,,,,,
"Prince Edward, VA",0.015,,,,,,,,
"Prince Edward, VA",45.0,,,,,,,,
"Prince Edward, VA",385,,,,,,,,
"Prince Edward, VA",4,,,,,,,,
"Prince Edward, VA",51147(cbwsonly),,,,,,,,
"Prince William, VA",109,,,,,,,,
"Prince William, VA",7,,,,,,,,
"Prince William, VA",51153,,,,,,,,
"Prince William, VA",10,,,,,,,,
"Prince William, VA",0.015,,,,,,,,
"Prince William, VA",45.0,,,,,,,,
"Prince William, VA",386,,,,,,,,
"Prince William, VA",4,,,,,,,,
"Prince William, VA",51153(cbwsonly),,,,,,,,
"Rappahannock, VA",110,,,,,,,,
"Rappahannock, VA",7,,,,,,,,
"Rappahannock, VA",51157,,,,,,,,
"Rappahannock, VA",10,,,,,,,,
"Rappahannock, VA",0.015,,,,,,,,
"Rappahannock, VA",45.0,,,,,,,,
"Rappahannock, VA",387,,,,,,,,
"Rappahannock, VA",4,,,,,,,,
"Rappahannock, VA",51157(cbwsonly),,,,,,,,
"Spotsylvania, VA",111,,,,,,,,
"Spotsylvania, VA",7,,,,,,,,
"Spotsylvania, VA",51177,,,,,,,,
"Spotsylvania, VA",10,,,,,,,,
"Spotsylvania, VA",0.015,,,,,,,,
"Spotsylvania, VA",45.0,,,,,,,,
"Spotsylvania, VA",388,,,,,,,,
"Spotsylvania, VA",4,,,,,,,,
"Spotsylvania, VA",51177(cbwsonly),,,,,,,,
"Stafford, VA",112,,,,,,,,
"Stafford, VA",7,,,,,,,,
"Stafford, VA",51179,,,,,,,,
"Stafford, VA",10,,,,,,,,
"Stafford, VA",0.015,,,,,,,,
"Stafford, VA",45.0,,,,,,,,
"Stafford, VA",389,,,,,,,,
"Stafford, VA",4,,,,,,,,
"Stafford, VA",51179(cbwsonly),,,,,,,,
"Alleghany, VA",115,,,,,,,,
"Alleghany, VA",7,,,,,,,,
"Alleghany, VA",51005,,,,,,,,
"Alleghany, VA",11,,,,,,,,
"Alleghany, VA",0.015,,,,,,,,
"Alleghany, VA",45.0,,,,,,,,
"Alleghany, VA",390,,,,,,,,
"Alleghany, VA",4,,,,,,,,
"Alleghany, VA",51005(cbwsonly),,,,,,,,
"Augusta, VA",116,,,,,,,,
"Augusta, VA",7,,,,,,,,
"Augusta, VA",51015,,,,,,,,
"Augusta, VA",11,,,,,,,,
"Augusta, VA",0.015,,,,,,,,
"Augusta, VA",45.0,,,,,,,,
"Augusta, VA",391,,,,,,,,
"Augusta, VA",4,,,,,,,,
"Augusta, VA",51015(cbwsonly),,,,,,,,
"Bath, VA",117,,,,,,,,
"Bath, VA",7,,,,,,,,
"Bath, VA",51017,,,,,,,,
"Bath, VA",11,,,,,,,,
"Bath, VA",0.015,,,,,,,,
"Bath, VA",45.0,,,,,,,,
"Bath, VA",392,,,,,,,,
"Bath, VA",4,,,,,,,,
"Bath, VA",51017(cbwsonly),,,,,,,,
"Botetourt, VA",119,,,,,,,,
"Botetourt, VA",7,,,,,,,,
"Botetourt, VA",51023,,,,,,,,
"Botetourt, VA",11,,,,,,,,
"Botetourt, VA",0.015,,,,,,,,
"Botetourt, VA",45.0,,,,,,,,
"Botetourt, VA",393,,,,,,,,
"Botetourt, VA",4,,,,,,,,
"Botetourt, VA",51023(cbwsonly),,,,,,,,
"Clarke, VA",122,,,,,,,,
"Clarke, VA",7,,,,,,,,
"Clarke, VA",51043,,,,,,,,
"Clarke, VA",11,,,,,,,,
"Clarke, VA",0.015,,,,,,,,
"Clarke, VA",45.0,,,,,,,,
"Clarke, VA",394,,,,,,,,
"Clarke, VA",4,,,,,,,,
"Clarke, VA",51043(cbwsonly),,,,,,,,
"Craig, VA",123,,,,,,,,
"Craig, VA",7,,,,,,,,
"Craig, VA",51045,,,,,,,,
"Craig, VA",11,,,,,,,,
"Craig, VA",0.015,,,,,,,,
"Craig, VA",45.0,,,,,,,,
"Craig, VA",395,,,,,,,,
"Craig, VA",4,,,,,,,,
"Craig, VA",51045(cbwsonly),,,,,,,,
"Frederick, VA",126,,,,,,,,
"Frederick, VA",7,,,,,,,,
"Frederick, VA",51069,,,,,,,,
"Frederick, VA",11,,,,,,,,
"Frederick, VA",0.015,,,,,,,,
"Frederick, VA",45.0,,,,,,,,
"Frederick, VA",396,,,,,,,,
"Frederick, VA",4,,,,,,,,
"Frederick, VA",51069(cbwsonly),,,,,,,,
"Giles, VA",127,,,,,,,,
"Giles, VA",7,,,,,,,,
"Giles, VA",51071,,,,,,,,
"Giles, VA",11,,,,,,,,
"Giles, VA",0.015,,,,,,,,
"Giles, VA",45.0,,,,,,,,
"Giles, VA",397,,,,,,,,
"Giles, VA",4,,,,,,,,
"Giles, VA",51071(cbwsonly),,,,,,,,
"Highland, VA",129,,,,,,,,
"Highland, VA",7,,,,,,,,
"Highland, VA",51091,,,,,,,,
"Highland, VA",11,,,,,,,,
"Highland, VA",0.015,,,,,,,,
"Highland, VA",45.0,,,,,,,,
"Highland, VA",398,,,,,,,,
"Highland, VA",4,,,,,,,,
"Highland, VA",51091(cbwsonly),,,,,,,,
"Montgomery, VA",131,,,,,,,,
"Montgomery, VA",7,,,,,,,,
"Montgomery, VA",51121,,,,,,,,
"Montgomery, VA",11,,,,,,,,
"Montgomery, VA",0.015,,,,,,,,
"Montgomery, VA",45.0,,,,,,,,
"Montgomery, VA",399,,,,,,,,
"Montgomery, VA",4,,,,,,,,
"Montgomery, VA",51121(cbwsonly),,,,,,,,
"Page, VA",132,,,,,,,,
"Page, VA",7,,,,,,,,
"Page, VA",51139,,,,,,,,
"Page, VA",11,,,,,,,,
"Page, VA",0.015,,,,,,,,
"Page, VA",45.0,,,,,,,,
"Page, VA",400,,,,,,,,
"Page, VA",4,,,,,,,,
"Page, VA",51139(cbwsonly),,,,,,,,
"Roanoke, VA",134,,,,,,,,
"Roanoke, VA",7,,,,,,,,
"Roanoke, VA",51161,,,,,,,,
"Roanoke, VA",11,,,,,,,,
"Roanoke, VA",0.015,,,,,,,,
"Roanoke, VA",45.0,,,,,,,,
"Roanoke, VA",401,,,,,,,,
"Roanoke, VA",4,,,,,,,,
"Roanoke, VA",51161(cbwsonly),,,,,,,,
"Rockbridge, VA",135,,,,,,,,
"Rockbridge, VA",7,,,,,,,,
"Rockbridge, VA",51163,,,,,,,,
"Rockbridge, VA",11,,,,,,,,
"Rockbridge, VA",0.015,,,,,,,,
"Rockbridge, VA",45.0,,,,,,,,
"Rockbridge, VA",402,,,,,,,,
"Rockbridge, VA",4,,,,,,,,
"Rockbridge, VA",51163(cbwsonly),,,,,,,,
"Rockingham, VA",136,,,,,,,,
"Rockingham, VA",7,,,,,,,,
"Rockingham, VA",51165,,,,,,,,
"Rockingham, VA",11,,,,,,,,
"Rockingham, VA",0.015,,,,,,,,
"Rockingham, VA",45.0,,,,,,,,
"Rockingham, VA",403,,,,,,,,
"Rockingham, VA",4,,,,,,,,
"Rockingham, VA",51165(cbwsonly),,,,,,,,
"Shenandoah, VA",139,,,,,,,,
"Shenandoah, VA",7,,,,,,,,
"Shenandoah, VA",51171,,,,,,,,
"Shenandoah, VA",11,,,,,,,,
"Shenandoah, VA",0.015,,,,,,,,
"Shenandoah, VA",45.0,,,,,,,,
"Shenandoah, VA",404,,,,,,,,
"Shenandoah, VA",4,,,,,,,,
"Shenandoah, VA",51171(cbwsonly),,,,,,,,
"Warren, VA",142,,,,,,,,
"Warren, VA",7,,,,,,,,
"Warren, VA",51187,,,,,,,,
"Warren, VA",11,,,,,,,,
"Warren, VA",0.015,,,,,,,,
"Warren, VA",45.0,,,,,,,,
"Warren, VA",405,,,,,,,,
"Warren, VA",4,,,,,,,,
"Warren, VA",51187(cbwsonly),,,,,,,,
"Berkeley, WV",146,,,,,,,,
"Berkeley, WV",8,,,,,,,,
"Berkeley, WV",54003,,,,,,,,
"Berkeley, WV",12,,,,,,,,
"Berkeley, WV",0.015,,,,,,,,
"Berkeley, WV",45.0,,,,,,,,
"Berkeley, WV",406,,,,,,,,
"Berkeley, WV",4,,,,,,,,
"Berkeley, WV",54003(cbwsonly),,,,,,,,
"Grant, WV",147,,,,,,,,
"Grant, WV",8,,,,,,,,
"Grant, WV",54023,,,,,,,,
"Grant, WV",12,,,,,,,,
"Grant, WV",0.015,,,,,,,,
"Grant, WV",45.0,,,,,,,,
"Grant, WV",407,,,,,,,,
"Grant, WV",4,,,,,,,,
"Grant, WV",54023(cbwsonly),,,,,,,,
"Hampshire, WV",148,,,,,,,,
"Hampshire, WV",8,,,,,,,,
"Hampshire, WV",54027,,,,,,,,
"Hampshire, WV",12,,,,,,,,
"Hampshire, WV",0.015,,,,,,,,
"Hampshire, WV",45.0,,,,,,,,
"Hampshire, WV",408,,,,,,,,
"Hampshire, WV",4,,,,,,,,
"Hampshire, WV",54027(cbwsonly),,,,,,,,
"Hardy, WV",149,,,,,,,,
"Hardy, WV",8,,,,,,,,
"Hardy, WV",54031,,,,,,,,
"Hardy, WV",12,,,,,,,,
"Hardy, WV",0.015,,,,,,,,
"Hardy, WV",45.0,,,,,,,,
"Hardy, WV",409,,,,,,,,
"Hardy, WV",4,,,,,,,,
"Hardy, WV",54031(cbwsonly),,,,,,,,
"Jefferson, WV",150,,,,,,,,
"Jefferson, WV",8,,,,,,,,
"Jefferson, WV",54037,,,,,,,,
"Jefferson, WV",12,,,,,,,,
"Jefferson, WV",0.015,,,,,,,,
"Jefferson, WV",45.0,,,,,,,,
"Jefferson, WV",410,,,,,,,,
"Jefferson, WV",4,,,,,,,,
"Jefferson, WV",54037(cbwsonly),,,,,,,,
"Mineral, WV",151,,,,,,,,
"Mineral, WV",8,,,,,,,,
"Mineral, WV",54057,,,,,,,,
"Mineral, WV",12,,,,,,,,
"Mineral, WV",0.015,,,,,,,,
"Mineral, WV",45.0,,,,,,,,
"Mineral, WV",411,,,,,,,,
"Mineral, WV",4,,,,,,,,
"Mineral, WV",54057(cbwsonly),,,,,,,,
"Monroe, WV",152,,,,,,,,
"Monroe, WV",8,,,,,,,,
"Monroe, WV",54063,,,,,,,,
"Monroe, WV",12,,,,,,,,
"Monroe, WV",0.015,,,,,,,,
"Monroe, WV",45.0,,,,,,,,
"Monroe, WV",412,,,,,,,,
"Monroe, WV",4,,,,,,,,
"Monroe, WV",54063(cbwsonly),,,,,,,,
"Morgan, WV",153,,,,,,,,
"Morgan, WV",8,,,,,,,,
"Morgan, WV",54065,,,,,,,,
"Morgan, WV",12,,,,,,,,
"Morgan, WV",0.015,,,,,,,,
"Morgan, WV",45.0,,,,,,,,
"Morgan, WV",413,,,,,,,,
"Morgan, WV",4,,,,,,,,
"Morgan, WV",54065(cbwsonly),,,,,,,,
"Pendleton, WV",154,,,,,,,,
"Pendleton, WV",8,,,,,,,,
"Pendleton, WV",54071,,,,,,,,
"Pendleton, WV",12,,,,,,,,
"Pendleton, WV",0.015,,,,,,,,
"Pendleton, WV",45.0,,,,,,,,
"Pendleton, WV",414,,,,,,,,
"Pendleton, WV",4,,,,,,,,
"Pendleton, WV",54071(cbwsonly),,,,,,,,
"Preston, WV",155,,,,,,,,
"Preston, WV",8,,,,,,,,
"Preston, WV",54077,,,,,,,,
"Preston, WV",12,,,,,,,,
"Preston, WV",0.015,,,,,,,,
"Preston, WV",45.0,,,,,,,,
"Preston, WV",415,,,,,,,,
"Preston, WV",4,,,,,,,,
"Preston, WV",54077(cbwsonly),,,,,,,,
"Tucker, WV",156,,,,,,,,
"Tucker, WV",8,,,,,,,,
"Tucker, WV",54093,,,,,,,,
"Tucker, WV",12,,,,,,,,
"Tucker, WV",0.015,,,,,,,,
"Tucker, WV",45.0,,,,,,,,
"Tucker, WV",416,,,,,,,,
"Tucker, WV",4,,,,,,,,
"Tucker, WV",54093(cbwsonly),,,,,,,,
"Kent, DE",157,,,,,,,,
"Kent, DE",2,,,,,,,,
"Kent, DE",10001,,,,,,,,
"Kent, DE",1,,,,,,,,
"Kent, DE",0.015,,,,,,,,
"Kent, DE",45.0,,,,,,,,
"Kent, DE",417,,,,,,,,
"Kent, DE",4,,,,,,,,
"Kent, DE",10001(cbwsonly),,,,,,,,
"Worcester, MD",158,,,,,,,,
"Worcester, MD",3,,,,,,,,
"Worcester, MD",24047,,,,,,,,
"Worcester, MD",3,,,,,,,,
"Worcester, MD",0.015,,,,,,,,
"Worcester, MD",45.0,,,,,,,,
"Worcester, MD",418,,,,,,,,
"Worcester, MD",4,,,,,,,,
"Worcester, MD",24047(cbwsonly),,,,,,,,
"Allegany, NY",159,,,,,,,,
"Allegany, NY",5,,,,,,,,
"Allegany, NY",36003,,,,,,,,
"Allegany, NY",5,,,,,,,,
"Allegany, NY",0.015,,,,,,,,
"Allegany, NY",45.0,,,,,,,,
"Allegany, NY",419,,,,,,,,
"Allegany, NY",4,,,,,,,,
"Allegany, NY",36003(cbwsonly),,,,,,,,
"Broome, NY",160,,,,,,,,
"Broome, NY",5,,,,,,,,
"Broome, NY",36007,,,,,,,,
"Broome, NY",5,,,,,,,,
"Broome, NY",0.015,,,,,,,,
"Broome, NY",45.0,,,,,,,,
"Broome, NY",420,,,,,,,,
"Broome, NY",4,,,,,,,,
"Broome, NY",36007(cbwsonly),,,,,,,,
"Chemung, NY",161,,,,,,,,
"Chemung, NY",5,,,,,,,,
"Chemung, NY",36015,,,,,,,,
"Chemung, NY",5,,,,,,,,
"Chemung, NY",0.015,,,,,,,,
"Chemung, NY",45.0,,,,,,,,
"Chemung, NY",421,,,,,,,,
"Chemung, NY",4,,,,,,,,
"Chemung, NY",36015(cbwsonly),,,,,,,,
"Chenango, NY",162,,,,,,,,
"Chenango, NY",5,,,,,,,,
"Chenango, NY",36017,,,,,,,,
"Chenango, NY",5,,,,,,,,
"Chenango, NY",0.015,,,,,,,,
"Chenango, NY",45.0,,,,,,,,
"Chenango, NY",422,,,,,,,,
"Chenango, NY",4,,,,,,,,
"Chenango, NY",36017(cbwsonly),,,,,,,,
"Cortland, NY",163,,,,,,,,
"Cortland, NY",5,,,,,,,,
"Cortland, NY",36023,,,,,,,,
"Cortland, NY",5,,,,,,,,
"Cortland, NY",0.015,,,,,,,,
"Cortland, NY",45.0,,,,,,,,
"Cortland, NY",423,,,,,,,,
"Cortland, NY",4,,,,,,,,
"Cortland, NY",36023(cbwsonly),,,,,,,,
"Delaware, NY",164,,,,,,,,
"Delaware, NY",5,,,,,,,,
